name,Economic Activity,Emission value,total_emission_mt,categories,confidence,num_categories
Polyglyceryl-10 Laurate,plant oil derivative,-0.128626888,-2.958418424,"Biomass Burning in Cropland, Agriculture Soils, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Upland, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Furnace Oil, Oil, Natural Gas and its derivatives",medium,23
Polyglyceryl-2 Triisostearate,synthetic ester,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Polyglyceryl-4 Oleate,plant oil derivative,-0.128626888,-2.958418424,"Biomass Burning in Cropland, Agriculture Soils, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Upland, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Furnace Oil, Oil, Natural Gas and its derivatives",medium,23
Polyhydroxystearic Acid,synthetic polymer,0.354514694,1.0635440816326531,"Chemicals & fertilisers, Ethylene, Carbon Black",high,3
Polymethylsilsesquioxane,synthetic silicone,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Polypodium Vulgare Rhizome Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Polyquaternium-10,synthetic polymer,0.354514694,1.0635440816326531,"Chemicals & fertilisers, Ethylene, Carbon Black",high,3
Polyquaternium-22,synthetic polymer,0.354514694,1.0635440816326531,"Chemicals & fertilisers, Ethylene, Carbon Black",high,3
Polyquaternium-7,synthetic polymer,0.354514694,1.0635440816326531,"Chemicals & fertilisers, Ethylene, Carbon Black",high,3
Polysorbate 20,synthetic surfactant,0.10802370370370369,0.3240711111111111,"Lubricant Use, Enteric Fermentation, Sugarcane",medium,3
Polysorbate 60,synthetic surfactant,0.10802370370370369,0.3240711111111111,"Lubricant Use, Enteric Fermentation, Sugarcane",medium,3
Polysorbate 80,synthetic surfactant,0.10802370370370369,0.3240711111111111,"Lubricant Use, Enteric Fermentation, Sugarcane",medium,3
Potassium Hydroxide,synthetic chemical,0.06526233,0.261049321,"Ceramics, Enteric Fermentation, Chemicals & fertilisers, Charcoal",medium,4
Potassium Sorbate,synthetic preservative,0.052028068,0.10405613613704343,"Chemicals & fertilisers, Industries",high,2
Potassium Sulfate,mineral salt,0,0,Machinery,medium,1
PPG-2 Hydroxyethyl Cocamide,plant oil derivative,-0.128626888,-2.958418424,"Biomass Burning in Cropland, Agriculture Soils, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Upland, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Furnace Oil, Oil, Natural Gas and its derivatives",medium,23
PPG-26-Buteth-26,synthetic surfactant,0.10802370370370369,0.3240711111111111,"Lubricant Use, Enteric Fermentation, Sugarcane",medium,3
PPG-3 Benzyl Ether Myristate,synthetic ester,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
PPG-3 Isostearyl Methyl Ether,synthetic ether,0.14884388826551623,2.5303461005137757,"Ethylene, Ethylene Dichloride and Vinyl Chloride Monomer, Ethylene Oxide, Other, Other Process Uses of Carbonates, Other Uses of Soda Ash, Enteric Fermentation, Other Land, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Other Gaseous Fuels",medium,17
Proline,microbial fermentation,1.1513878122192027,10.362490309972825,"Public Electricity Generation, Enteric Fermentation, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations, Coal -OC, Coal, Coal and Lignite",medium,9
Propanediol,microbial fermentation,1.1513878122192027,10.362490309972825,"Public Electricity Generation, Enteric Fermentation, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations, Coal -OC, Coal, Coal and Lignite",medium,9
Propylene Glycol,synthetic chemical,0.06526233,0.261049321,"Ceramics, Enteric Fermentation, Chemicals & fertilisers, Charcoal",medium,4
Prunus Amygdalus Dulcis Oil,plant oil,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Prunus Amygdalus Dulcis Seed Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Prunus Persica Fruit Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Pseudoalteromonas Ferment Extract,bacterial fermentation,0.3469173630334454,3.1222562673010086,"Commercial, Public Electricity Generation, Enteric Fermentation, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations, Natural gas, Natural Gas and its derivatives",medium,9
Punica Granatum Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Punica Granatum Seed Oil,plant oil,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Pyrus Malus Fruit Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Quartz,mineral,0,0,Machinery,medium,1
Retinol,synthetic vitamin,0.14825079365079366,0.2965015873015873,"Enteric Fermentation, Aviation ",medium,2
Retinyl Palmitate,synthetic vitamin derivative,0.12239017403580994,0.36717052210742984,"Enteric Fermentation, Aviation , Natural Gas and its derivatives",medium,3
Retinyl Propionate,synthetic vitamin derivative,0.12239017403580994,0.36717052210742984,"Enteric Fermentation, Aviation , Natural Gas and its derivatives",medium,3
Retinyl Retinoate,synthetic vitamin derivative,0.12239017403580994,0.36717052210742984,"Enteric Fermentation, Aviation , Natural Gas and its derivatives",medium,3
Ribes Nigrum Seed Oil,plant oil,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Rosa Canina Fruit Oil,plant oil,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Rosa Canina Seed Oil,plant oil,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Rosa Rubiginosa Seed Oil,plant oil,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Rose Flower Oil,plant oil,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Rosmarinus Officinalis Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Rubus Idaeus Fruit Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Saccharomyces Ferment,yeast fermentation,0.41650675675675675,2.915547297297297,"Public Electricity Generation, Enteric Fermentation, Meat, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations",medium,7
Saccharomyces Ferment Filtrate,yeast fermentation,0.41650675675675675,2.915547297297297,"Public Electricity Generation, Enteric Fermentation, Meat, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations",medium,7
Saccharum Officinarum Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Salicylic Acid,synthetic chemical,0.06526233,0.261049321,"Ceramics, Enteric Fermentation, Chemicals & fertilisers, Charcoal",medium,4
Salvia Officinalis Oil,plant oil,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Santalum Album Oil,plant oil,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Sclerocarya Birrea Seed Oil,plant oil,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Scutellaria Baicalensis Root Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Sea Whip Extract,marine invertebrate,0.009186213,0.055117278,"Carbide Production, Manure Management, Rainfed Drought Prone, Rainfed Flood Prone , Maize, Machinery",medium,6
Serine,microbial fermentation,1.1513878122192027,10.362490309972825,"Public Electricity Generation, Enteric Fermentation, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations, Coal -OC, Coal, Coal and Lignite",medium,9
Silica Dimethyl Silylate,mineral derivative,0.035334467402921274,0.070668935,"Machinery, Natural Gas and its derivatives",medium,2
Simmondsia Chinensis Seed Oil,plant oil,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Sodium Acetylated Hyaluronate,microbial fermentation derivative,1.043315924477867,10.433159244778668,"Public Electricity Generation, Enteric Fermentation, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations, Coal -OC, Coal, Coal and Lignite, Natural Gas and its derivatives",medium,10
Sodium Acrylates Copolymer,synthetic polymer,0.354514694,1.0635440816326531,"Chemicals & fertilisers, Ethylene, Carbon Black",high,3
Sodium Acrylates Crosspolymer-2,synthetic polymer,0.354514694,1.0635440816326531,"Chemicals & fertilisers, Ethylene, Carbon Black",high,3
Sodium Ascorbyl Phosphate,synthetic vitamin derivative,0.12239017403580994,0.36717052210742984,"Enteric Fermentation, Aviation , Natural Gas and its derivatives",medium,3
Sodium Benzoate,synthetic preservative,0.052028068,0.10405613613704343,"Chemicals & fertilisers, Industries",high,2
Sodium Chloride,mineral salt,0,0,Machinery,medium,1
Sodium Citrate,synthetic chemical,0.06526233,0.261049321,"Ceramics, Enteric Fermentation, Chemicals & fertilisers, Charcoal",medium,4
Sodium Cocoyl Glycinate,plant oil derivative,-0.128626888,-2.958418424,"Biomass Burning in Cropland, Agriculture Soils, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Upland, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Furnace Oil, Oil, Natural Gas and its derivatives",medium,23
Sodium Cocoyl Isethionate,plant oil derivative,-0.128626888,-2.958418424,"Biomass Burning in Cropland, Agriculture Soils, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Upland, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Furnace Oil, Oil, Natural Gas and its derivatives",medium,23
Sodium Gluconate,microbial fermentation,1.1513878122192027,10.362490309972825,"Public Electricity Generation, Enteric Fermentation, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations, Coal -OC, Coal, Coal and Lignite",medium,9
Sodium Hyaluronate,microbial fermentation,1.1513878122192027,10.362490309972825,"Public Electricity Generation, Enteric Fermentation, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations, Coal -OC, Coal, Coal and Lignite",medium,9
Sodium Hyaluronate Crosspolymer,microbial fermentation derivative,1.043315924477867,10.433159244778668,"Public Electricity Generation, Enteric Fermentation, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations, Coal -OC, Coal, Coal and Lignite, Natural Gas and its derivatives",medium,10
Sodium Hydroxide,synthetic chemical,0.06526233,0.261049321,"Ceramics, Enteric Fermentation, Chemicals & fertilisers, Charcoal",medium,4
Sodium Lactate,microbial fermentation,1.1513878122192027,10.362490309972825,"Public Electricity Generation, Enteric Fermentation, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations, Coal -OC, Coal, Coal and Lignite",medium,9
Sodium Laureth Sulfate,synthetic surfactant,0.10802370370370369,0.3240711111111111,"Lubricant Use, Enteric Fermentation, Sugarcane",medium,3
Sodium Lauroyl Sarcosinate,synthetic surfactant,0.10802370370370369,0.3240711111111111,"Lubricant Use, Enteric Fermentation, Sugarcane",medium,3
Sodium Lauryl Sulfoacetate,synthetic surfactant,0.10802370370370369,0.3240711111111111,"Lubricant Use, Enteric Fermentation, Sugarcane",medium,3
Sodium Methyl Cocoyl Taurate,plant oil derivative,-0.128626888,-2.958418424,"Biomass Burning in Cropland, Agriculture Soils, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Upland, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Furnace Oil, Oil, Natural Gas and its derivatives",medium,23
Sodium PCA,synthetic chemical,0.06526233,0.261049321,"Ceramics, Enteric Fermentation, Chemicals & fertilisers, Charcoal",medium,4
Sodium Polyacrylate,synthetic polymer,0.354514694,1.0635440816326531,"Chemicals & fertilisers, Ethylene, Carbon Black",high,3
Sodium Rna,synthetic chemical,0.06526233,0.261049321,"Ceramics, Enteric Fermentation, Chemicals & fertilisers, Charcoal",medium,4
Sodium Salicylate,synthetic chemical,0.06526233,0.261049321,"Ceramics, Enteric Fermentation, Chemicals & fertilisers, Charcoal",medium,4
Sodium Stearate,plant oil derivative,-0.128626888,-2.958418424,"Biomass Burning in Cropland, Agriculture Soils, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Upland, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Furnace Oil, Oil, Natural Gas and its derivatives",medium,23
Solanum Melongena Fruit Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Sorbitan Isostearate,synthetic surfactant,0.10802370370370369,0.3240711111111111,"Lubricant Use, Enteric Fermentation, Sugarcane",medium,3
Sorbitan Laurate,synthetic surfactant,0.10802370370370369,0.3240711111111111,"Lubricant Use, Enteric Fermentation, Sugarcane",medium,3
Sorbitan Olivate,plant oil derivative,-0.128626888,-2.958418424,"Biomass Burning in Cropland, Agriculture Soils, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Upland, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Furnace Oil, Oil, Natural Gas and its derivatives",medium,23
Sorbitol,plant sugar derivative,-0.150332626,-3.307317769,"Biomass Burning in Cropland, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Sugar, Upland, Sugarcane, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Natural Gas and its derivatives",medium,22
Sphagnum Magellanicum Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Squalane,synthetic chemical,0.06526233,0.261049321,"Ceramics, Enteric Fermentation, Chemicals & fertilisers, Charcoal",medium,4
Squalene,synthetic chemical,0.06526233,0.261049321,"Ceramics, Enteric Fermentation, Chemicals & fertilisers, Charcoal",medium,4
Steareth-2,synthetic surfactant,0.10802370370370369,0.3240711111111111,"Lubricant Use, Enteric Fermentation, Sugarcane",medium,3
Steareth-20,synthetic surfactant,0.10802370370370369,0.3240711111111111,"Lubricant Use, Enteric Fermentation, Sugarcane",medium,3
Steareth-21,synthetic surfactant,0.10802370370370369,0.3240711111111111,"Lubricant Use, Enteric Fermentation, Sugarcane",medium,3
Stearic Acid,plant oil derivative,-0.128626888,-2.958418424,"Biomass Burning in Cropland, Agriculture Soils, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Upland, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Furnace Oil, Oil, Natural Gas and its derivatives",medium,23
Stearyl Alcohol,plant fatty alcohol,-0.177842429,-3.379006148,"Biomass Burning in Cropland, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Upland, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land",medium,19
Sucrose,plant sugar,-0.16085651,-3.377986704,"Biomass Burning in Cropland, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Sugar, Upland, Sugarcane, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land",medium,21
Superoxide Dismutase,microbial fermentation,1.1513878122192027,10.362490309972825,"Public Electricity Generation, Enteric Fermentation, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations, Coal -OC, Coal, Coal and Lignite",medium,9
Synthetic Fluorphlogopite,synthetic mineral,0.12412222222222223,0.24824444444444446,"Enteric Fermentation, Machinery",medium,2
T-Butyl Alcohol,synthetic chemical,0.06526233,0.261049321,"Ceramics, Enteric Fermentation, Chemicals & fertilisers, Charcoal",medium,4
Tamarindus Indica Seed Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Tasmannia Lanceolata Fruit/Leaf Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Tetradecyl Aminobutyroylvalylaminobutyric Urea Trifluoroacetate,synthetic peptide,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Tetrahexyldecyl Ascorbate,synthetic vitamin derivative,0.12239017403580994,0.36717052210742984,"Enteric Fermentation, Aviation , Natural Gas and its derivatives",medium,3
Tetrapeptide-14,synthetic peptide,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Tetrapeptide-21,synthetic peptide,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Tetrasodium EDTA,synthetic chemical,0.06526233,0.261049321,"Ceramics, Enteric Fermentation, Chemicals & fertilisers, Charcoal",medium,4
Threonine,microbial fermentation,1.1513878122192027,10.362490309972825,"Public Electricity Generation, Enteric Fermentation, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations, Coal -OC, Coal, Coal and Lignite",medium,9
Tin Oxide,mineral processing,0.000140789,0.000563158,"Other Process Uses of Carbonates, Fish processing, Food Processing, Beverages and Tobacco, Machinery",medium,4
Titanium Dioxide,mineral processing,0.000140789,0.000563158,"Other Process Uses of Carbonates, Fish processing, Food Processing, Beverages and Tobacco, Machinery",medium,4
Tocopherol,plant oil derivative,-0.128626888,-2.958418424,"Biomass Burning in Cropland, Agriculture Soils, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Upland, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Furnace Oil, Oil, Natural Gas and its derivatives",medium,23
Tocopheryl Acetate,synthetic vitamin derivative,0.12239017403580994,0.36717052210742984,"Enteric Fermentation, Aviation , Natural Gas and its derivatives",medium,3
Trehalose,microbial fermentation,1.1513878122192027,10.362490309972825,"Public Electricity Generation, Enteric Fermentation, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations, Coal -OC, Coal, Coal and Lignite",medium,9
Tremella Fuciformis Sporocarp Extract,fungal extract,0.010250285714285715,0.010250285714285715,Furnace Oil,medium,1
Tretinoin,synthetic vitamin derivative,0.12239017403580994,0.36717052210742984,"Enteric Fermentation, Aviation , Natural Gas and its derivatives",medium,3
Trideceth-12,synthetic surfactant,0.10802370370370369,0.3240711111111111,"Lubricant Use, Enteric Fermentation, Sugarcane",medium,3
Trideceth-6,synthetic surfactant,0.10802370370370369,0.3240711111111111,"Lubricant Use, Enteric Fermentation, Sugarcane",medium,3
Tridecyl Stearate,synthetic ester,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Tridecyl Trimellitate,synthetic ester,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Triethanolamine,synthetic chemical,0.06526233,0.261049321,"Ceramics, Enteric Fermentation, Chemicals & fertilisers, Charcoal",medium,4
Triethoxycaprylylsilane,synthetic silicone,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Triheptanoin,synthetic ester,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Trimethylsiloxysilicate,synthetic silicone,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Triolein,plant oil derivative,-0.128626888,-2.958418424,"Biomass Burning in Cropland, Agriculture Soils, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Upland, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Furnace Oil, Oil, Natural Gas and its derivatives",medium,23
Trisodium Ethylenediamine Disuccinate,synthetic chemical,0.06526233,0.261049321,"Ceramics, Enteric Fermentation, Chemicals & fertilisers, Charcoal",medium,4
Tromethamine,synthetic chemical,0.06526233,0.261049321,"Ceramics, Enteric Fermentation, Chemicals & fertilisers, Charcoal",medium,4
Tropaeolum Majus Flower/Leaf/Stem Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Urea,synthetic chemical,0.06526233,0.261049321,"Ceramics, Enteric Fermentation, Chemicals & fertilisers, Charcoal",medium,4
Vaccinium Angustifolium Fruit Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Vaccinium Macrocarpon Fruit Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Vaccinium Macrocarpon Seed Oil,plant oil,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Vaccinium Myrtillus Fruit Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Valine,microbial fermentation,1.1513878122192027,10.362490309972825,"Public Electricity Generation, Enteric Fermentation, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations, Coal -OC, Coal, Coal and Lignite",medium,9
Vitis Vinifera Seed Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Vitis Vinifera Seed Oil,plant oil,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Water,water,0.091063333,0.18212666666666663,"Waste, Deep Water ",medium,2
Xanthan Gum,microbial fermentation,1.1513878122192027,10.362490309972825,"Public Electricity Generation, Enteric Fermentation, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations, Coal -OC, Coal, Coal and Lignite",medium,9
Xylitol,plant sugar derivative,-0.150332626,-3.307317769,"Biomass Burning in Cropland, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Sugar, Upland, Sugarcane, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Natural Gas and its derivatives",medium,22
